TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FI;01.410.032/0001-28;BB CAP FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;482907903.41
FI;01.424.041/0001-78;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA ÁGUIA;2021-06-30;49605996.13
FI;01.430.938/0001-04;BTG PACTUAL DOLAR FUNDO DE INVESTIMENTO CAMBIAL;2021-06-30;136608991.18
FI;01.433.414/0001-77;ITAÚ PERSONNALITÉ PRÊMIO RENDA FIXA REFERENCIADO DI FUNDO DE INVEST EM COTAS DE FDOS DE INVEST;2021-06-30;44729074.30
FI;01.434.078/0001-87;RT SCALA RENDA FIXA FUNDO DE INVESTIMENTO;2021-06-30;1079919054.68
FI;01.452.621/0001-79;PB II FICFI MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;11932492.48
FI;01.464.595/0001-07;CSHG FUNDO DE INVESTIMENTO CAMBIAL;2021-06-30;60894676.90
FI;01.490.766/0001-64;WESTERN ASSET DI GOLD FICFI RENDA FIXA REFERENCIADO;2021-06-30;6706490.99
FI;01.496.940/0001-86;BRAM H FUNDO DE INVESTIMENTO AÇÕES INSTITUCIONAL;2021-06-30;207653352.68
FI;01.498.756/0001-75;ITAÚ VERSO W RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;39876779.60
FI;01.508.152/0001-62;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA ASSURANCE;2021-06-30;183477887.69
FI;01.525.057/0001-77;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES CAIXA IBOVESPA;2021-06-30;157848946.58
FI;01.536.201/0001-70;TARGET D - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;147614763.19
FI;01.541.649/0001-82;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO GOLDEN PROFIT CONSERV;2021-06-30;5258774.63
FI;01.553.455/0001-05;BB EXCELÊNCIA 21 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-06-30;3252772.49
FI;01.561.079/0001-92;WESTERN ASSET DI DAILY FICFI RENDA FIXA REFERENCIADO;2021-06-30;3782601.43
FI;01.562.582/0001-62;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO;2021-06-30;538100656.75
FI;01.562.963/0001-41;FCOPEL FUNDO DE INVESTIMENTO MULTIMERCADO IMA-B II;2021-06-30;434634616.10
FI;01.578.474/0001-88;BB AÇÕES TECNOLOGIA BDR NÍVEL I FUNDO DE INVESTIMENTO;2021-06-30;907976530.48
FI;01.587.403/0001-41;BANESTES VIP DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;2021-06-30;282008653.97
FI;01.590.019/0001-06;ITAÚ PRIVATE SELECT AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;5924225.69
FI;01.591.605/0001-67;SANTANDER RENDA FIXA REFERENCIADO DI INSTITUCIONAL FUNDO DE INVESTIMENTO;2021-06-30;2581967284.23
FI;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO;2021-06-30;72714388255.16
FI;01.597.275/0001-17;ITAÚ RENDA FIXA FLOOR - FUNDO DE INVESTIMENTO;2021-06-30;2345387040.80
FI;01.597.964/0001-21;GUIDE BRASIL PLURAL HIGH YIELD FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;2018536.29
FI;01.599.628/0001-18;ITAÚ CORP PLUS RENDA FIXA REFERENCIADO DI - FICFI;2021-06-30;5644950593.85
FI;01.603.578/0001-03;ICATU VANGUARDA XI FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-06-30;11635050.09
FI;01.605.280/0001-24;WESTERN ASSET DI MASTER FICFI RENDA FIXA REFERENCIADO;2021-06-30;41477092.54
FI;01.606.509/0001-45;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO PGBL/VGBL FUTURE COMPOSTO II;2021-06-30;61874470.56
FI;01.606.543/0001-10;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ALOCAÇÃO MODERADA;2021-06-30;857638042.43
FI;01.606.544/0001-64;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO GOLDEN PROFIT DINÂMICO;2021-06-30;47532370.59
FI;01.606.545/0001-09;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA MACRO;2021-06-30;1095367310.81
FI;01.606.546/0001-53;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA MERCÚRIO;2021-06-30;217457123.03
FI;01.606.552/0001-00;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO PLUS;2021-06-30;1946570212.60
FI;01.608.399/0001-50;CSHG TOP AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;238776163.35
FI;01.608.572/0001-10;BB TOP RF MODERADO FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO;2021-06-30;18742467667.96
FI;01.608.573/0001-65;BB TOP RENDA FIXA CURTO PRAZO FUNDO DE INVESTIMENTO;2021-06-30;304178463222.03
FI;01.611.293/0001-06;BFPP MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;16955833.23
FI;01.613.104/0001-34;ITAU PRIVATE CONSERVADOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2021-06-30;17947350.91
FI;01.615.744/0001-83;SANTANDER FI RF REFERENCIADO DI CRÉDITO PRIVADO EQUILÍBRIOADVANCED FIC FI;2021-06-30;4624291262.32
FI;01.616.137/0001-38;FUNDO DE INVESTIMENTO EM COTAS DE FDOS DE INVEST VOYAGER DI - RENDA FIXA REFERENCIADO DI - EXCLUSIVO;2021-06-30;3738684.60
FI;01.620.027/0001-40;FUNDO DE INVESTIMENTO PB NICE MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;20644983.43
FI;01.620.606/0001-92;WESTERN ASSET BALANCEADO MULTIMERCADO FUNDO DE INVESTIMENTO;2021-06-30;4651456.41
FI;01.622.154/0001-88;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA HOUSTON;2021-06-30;422800354.64
FI;01.623.379/0001-59;FPP FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO MODERADO;2021-06-30;443516526.39
FI;01.623.389/0001-94;TRADIÇÃO Q FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;17997008.71
FI;01.623.535/0001-81;ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;1302720067.86
FI;01.623.538/0001-15;BORSEN RENDA FIXA FUNDO DE INVESTIMENTO;2021-06-30;28339116.99
FI;01.623.857/0001-20;SANTANDER FIC FI PB MODERADO MULTIMERCADO;2021-06-30;58255385.71
FI;01.624.111/0001-31;BECSUPER - FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;2021-06-30;23183987.64
FI;01.624.178/0001-76;ITAÚ LION RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;7362472.50
FI;01.624.283/0001-05;ICATU VANGUARDA FUNDO DE INVESTIMENTO MULTIMERCADO FEF CD;2021-06-30;101468438.90
FI;01.624.316/0001-17;ITAÚ RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO;2021-06-30;15955809868.34
FI;01.625.681/0001-46;SAFRA EXECUTIVE SPECIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2021-06-30;15211165.80
FI;01.625.682/0001-90;SANTANDER PULP MULT CRÉD PRIV FI;2021-06-30;328000450.90
FI;01.626.952/0001-88;TARGET II FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;33864920.78
FI;01.626.956/0001-66;ITAÚ K2 MULTIMERCADO - FUNDO DE INVESTIMENTO;2021-06-30;1230409525.04
FI;01.626.961/0001-79;FUNDO DE INVESTIMENTO RENDA FIXA AROEIRA;2021-06-30;761692980.64
FI;01.627.516/0001-23;SICREDI - FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO RESGATE FÁCIL;2021-06-30;377247879.83
FI;01.630.152/0001-30;SANTANDER FUNDO DE INVESTIMENTO BREMEN MULTIMERCADO;2021-06-30;399195365.36
FI;01.630.558/0001-13;SANTANDER RF REF DI FI;2021-06-30;35559720749.33
FI;01.631.246/0001-24;CONSERVADOR FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;97556460.63
FI;01.634.642/0001-05;LEVE BD FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;901998357.12
FI;01.643.271/0001-28;FCOPEL FUNDO DE INVESTIMENTO EM ACOES II;2021-06-30;160068143.16
FI;01.655.956/0001-94;SANTANDER RF REFERENCIADO DI PREMIUM FI;2021-06-30;2566584006.00
FI;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2021-06-30;308786187.04
FI;01.671.480/0001-85;SANTOS VIRTUAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-06-30;5720014.97
FI;01.675.497/0001-00;GERAÇÃO FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;338326847.35
FI;01.678.491/0001-97;WESTERN ASSET MULTIRENDA 30 FIC FI MULTIMERCADO;2021-06-30;3941183.60
FI;01.691.622/0001-76;BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES EQUITIES;2021-06-30;1273268.93
FI;01.699.688/0001-02;SANTANDER FI IBOVESPA ATIVO INSTITUCIONAL AÇÕES;2021-06-30;628377318.53
FI;01.723.830/0001-00;PROSPERO FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;6500648.50
FI;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO DE AÇÕES;2021-06-30;192606213.57
FI;01.753.087/0001-30;COMPOSITE AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;166199929.49
FI;01.757.217/0001-03;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MAIS;2021-06-30;6572500.23
FI;01.776.200/0001-01;CLIC FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;20482626.50
FI;01.789.400/0001-90;WESTERN ASSET IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;12982639.54
FI;01.822.655/0001-08;BANRISUL MASTER FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO-DI DE LONGO PRAZO;2021-06-30;1990269301.52
FI;01.823.373/0001-25;GAP ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;958463643.25
FI;01.873.685/0001-43;BB MAXI FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-06-30;3469038865.60
FI;01.884.229/0001-07;ICATU VANGUARDA CAP SOBERANO FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;857254393.26
FI;01.889.170/0001-31;ITAÚ BBA ÍCARUS CURTO PRAZO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;51695200.80
FI;01.912.197/0001-06;FPRV1 SABIÁ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;9098540710.06
FI;01.960.341/0001-71;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CURTO PRAZO VERSÁTIL;2021-06-30;23296083.69
FI;01.972.290/0001-06;QUARTZO PREVIDENCIÁRIO RENDA FIXA - FUNDO DE INVESTIMENTO;2021-06-30;18989451.09
FI;01.972.291/0001-42;PREMIUM RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;3263646.86
FI;01.972.663/0001-30;SUPER PREMIUM RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;20209674.68
FI;01.975.502/0001-09;ALFA ITAIPAVA-FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO - IP;2021-06-30;1137852923.45
FI;01.978.445/0001-03;BRB FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO BRASÍLIA;2021-06-30;14400158.91
FI;01.991.762/0001-60;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO PRINCIPAL PROTEGIDO;2021-06-30;1975504.48
FI;01.996.007/0001-78;BB RENDA FIXA REFERENCIADO DI LP PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;7292918515.31
FI;02.010.147/0001-98;BB RENDA FIXA CURTO PRAZO CLÁSSICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;4267494962.83
FI;02.020.528/0001-58;BB AÇÕES ENERGIA FUNDO DE INVESTIMENTO;2021-06-30;374005923.40
FI;02.037.763/0001-32;FUNDO DE INVESTIMENTO RENDA FIXA MAPFRE MASTER IGPM;2021-06-30;262792223.95
FI;02.081.341/0001-64;BAHIA AM FUNDO DE INVESTIMENTO CAMBIAL;2021-06-30;28071473.10
FI;02.097.249/0001-92;SAFRA SETORIAL BANCOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;150414121.26
FI;02.097.252/0001-06;SAFRA MULTIDIVIDENDOS PB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;69584831.63
FI;02.097.253/0001-50;SAFRA PRIVATE FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;933395798.95
FI;02.117.671/0001-62;ITAÚ CELI MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;63705822.06
FI;02.120.736/0001-29;SAFRA EXECUTIVE PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;11170157.84
FI;02.127.428/0001-25;SUL AMÉRICA ESPECIAL FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;35821907.53
FI;02.131.724/0001-08;BANRISUL INFRA-ESTRUTURA FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;96444478.91
FI;02.131.725/0001-44;BANRISUL ÍNDICE FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;37450249.15
FI;02.138.442/0001-24;BRADESCO H FUNDO DE INVESTIMENTO AÇÕES DIVIDENDOS;2021-06-30;40249831.30
FI;02.143.193/0001-65;PROFIX INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;1150384.11
FI;02.143.194/0001-00;BRASIL PLURAL FUNDO DE INVESTIMENTO ENERGIE RENDA FIXA;2021-06-30;129240300.50
FI;02.145.108/0001-06;ALFA SEGURADORA FUNDO DE INVESTIMENTO RENDA FIXA - INVESTIDOR PROFISSIONAL;2021-06-30;230414588.89
FI;02.162.620/0001-52;VENTOR DÓLAR HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;91190856.77
FI;02.171.479/0001-54;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO;2021-06-30;74688064.49
FI;02.180.902/0001-82;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO FEF CD;2021-06-30;142849947.62
FI;02.190.541/0001-55;BB ALIANÇA FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;778372784.83
FI;02.198.411/0001-69;SAFRA PREVFIX - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA PREVIDENCIARIO;2021-06-30;126257916.74
FI;02.201.163/0001-68;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA PERSONAL RENDA FIXA LONGO PRAZO;2021-06-30;4425662628.28
FI;02.201.164/0001-02;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA ABSOLUTO PRÉ RENDA FIXA LONGO PRAZO;2021-06-30;535435206.92
FI;02.201.500/0001-17;XP MULTIGESTOR TOP PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;13573951.47
FI;02.205.515/0001-53;ENNESA FUNDO DE INVESTIMENTO DE AÇÕES;2021-06-30;157231295.98
FI;02.222.178/0001-02;ITAÚ CAMBIAL DÓLAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;92663575.21
FI;02.224.354/0001-45;SANTANDER RENDA FIXA REFERENCIADO DI INSTITUCIONAL PREMIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS;2021-06-30;1583812791.19
FI;02.224.382/0001-62;SANTANDER RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO EQUILÍBRIO FUNDO DE INVESTIMENTO;2021-06-30;5070112137.17
FI;02.225.240/0001-10;BRADESCO CORPORATE FUNDO DE INVESTIMENTO CAMBIAL DÓLAR HEDGE PLUS;2021-06-30;1753555.37
FI;02.266.145/0001-64;BB EXTRAMERCADO EXCLUSIVO FAT FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;31919339850.01
FI;02.269.278/0001-94;EASYNVEST FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;0.00
FI;02.290.048/0001-07;ITAUVEST RENDA FIXA CURTO PRAZO PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;59277961.10
FI;02.290.279/0001-10;ITAÚ EXCHANGE CAMBIAL - FUNDO DE INVESTIMENTO;2021-06-30;1655063867.91
FI;02.290.280/0001-45;ITAÚ FLEXPREV PLUS RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;4411638746.04
FI;02.290.304/0001-66;ITAÚ FLEXPREV SPECIAL II RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;1097828311.85
FI;02.290.305/0001-00;ITAÚ EMPRESA MULTIESTRATÉGIA MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;4909392.61
FI;02.294.024/0001-26;BRADESCO H FUNDO DE INVESTIMENTO CAMBIAL LONGO PRAZO DÓLAR;2021-06-30;234761485.12
FI;02.294.026/0001-15;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO DI FALCÃO;2021-06-30;569387014.68
FI;02.294.033/0001-17;SANTANDER PB BRSL MULTIMERCADO FUNDO DE INVESTIMENTO;2021-06-30;29233853.73
FI;02.296.928/0001-90;BB INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;832653153.51
FI;02.297.087/0001-36;BB RENDA FIXA LP INDICE DE PREÇO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;348944978.24
FI;02.323.746/0001-61;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA SOBERANO RENDA FIXA LONGO PRAZO;2021-06-30;190815905.68
FI;02.335.944/0001-45;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA TARGET I;2021-06-30;599790898.90
FI;02.343.288/0001-22;FUNDO DE INVESTIMENTO DE AÇÕES MAINA;2021-06-30;1338886103.56
FI;02.367.527/0001-84;SANTANDER RF REF DI MASTER FIC FI;2021-06-30;4705990062.52
FI;02.376.823/0001-41;SANTANDER MULTIMERCADO MACRO CRESCIMENTO MAX FIC FI;2021-06-30;23577032.73
FI;02.423.569/0001-95;SANTANDER FIC FI SUPREMO RENDA FIXA REFERENCIADO DI;2021-06-30;749565347.12
FI;02.430.487/0001-78;BANRISUL SUPER FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2021-06-30;603079446.28
FI;02.433.343/0001-75;FUNDO DE INVESTIMENTO MULTIMERCADO MODERADO CARATINGA;2021-06-30;6407774.92
FI;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES FIC FI;2021-06-30;377424816.75
FI;02.444.266/0001-59;SET FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;308925776.95
FI;02.477.733/0001-47;WESTERN ASSET LONG BIASED FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;952820.84
FI;02.480.563/0001-50;EMPYREO FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;6617830.20
FI;02.497.034/0001-69;ITAÚ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;23300272.47
FI;02.498.096/0001-95;SUPER CONSERVADOR FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;190894838.55
FI;02.498.188/0001-75;SPEED PECÚLIO FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;2021-06-30;393149450.59
FI;02.498.189/0001-10;SANTANDER FIC FI PREV MODERADO MULTIMERCADO CREDITO PRIVADO;2021-06-30;317510102.38
FI;02.498.190/0001-44;SANTANDER FIC FI PREV FIX RENDA FIXA CREDITO PRIVADO;2021-06-30;1062133039.90
FI;02.498.201/0001-96;SUL AMÉRICA SAP GRUPAL FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;48502270.48
FI;02.498.204/0001-20;SANTANDER CAMBIAL MASTER FIC FI;2021-06-30;201404737.48
FI;02.498.604/0001-35;FI EM QUOTAS DE FI MULTIMERCADO CRÉDITO PRIVADO PORTFOLIO IX INVESTIMENTO NO EXTERIOR;2021-06-30;6374169.54
FI;02.506.721/0001-01;BB RENDA FIXA MASTER SETOR PUBLICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;365839814.45
FI;02.513.875/0001-12;FUNDO DE INVESTIMENTO TESOURO RENDA FIXA;2021-06-30;33799736065.92
FI;02.536.364/0001-16;CA INDOSUEZ DI MASTER FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO;2021-06-30;282989602.89
FI;02.537.224/0001-62;PHENIX I FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-06-30;101564446.35
FI;02.539.921/0001-52;BNP PARIBAS RF FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;330040367.56
FI;02.543.811/0001-64;SANTANDER RENDA FIXA REFERENCIADO DI CENTRUM FIC FI;2021-06-30;649815986.33
FI;02.546.749/0001-64;CA INDOSUEZ DI PREMIERE FIC FI RENDA FIXA REFERENCIADO DI LONGO PRAZO;2021-06-30;1827466.21
FI;02.561.139/0001-30;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA PREV FÁCIL PGBL FIX;2021-06-30;1997289802.87
FI;02.561.152/0001-99;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO FEB BD;2021-06-30;581639516.81
FI;02.561.193/0001-85;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA FOCO;2021-06-30;218791386.11
FI;02.567.991/0001-14;FUNDO DE INVESTIMENTO RENDA FIXA SANTA CATARINA;2021-06-30;434163545.77
FI;02.567.996/0001-47;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RF REFERENCIADO DI FEDERAL PLUS;2021-06-30;367496619.74
FI;02.567.997/0001-91;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA MARTE;2021-06-30;928599043.11
FI;02.603.461/0001-84;PORTO SEGURO CLÁSSICO RENDA FIXA FICFI LONGO PRAZO;2021-06-30;1312439601.81
FI;02.611.573/0001-87;SETOR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;829150919.68
FI;02.650.451/0001-08;FUNDO DE INVESTIMENTO RENDA FIXA MAPFRE TR SOBERANO;2021-06-30;103023627.44
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVEST. NO EXTERIOR;2021-06-30;1767214076.34
FI;02.668.765/0001-20;ITAUPREV ANNUITY V30 MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;26187768.64
FI;02.668.766/0001-74;ITAUPREV ANNUITY RENDA FIXA F100 - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;83194479.95
FI;02.668.779/0001-43;ITAUPREV ANNUITY V5 MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;22345127.20
FI;02.668.782/0001-67;ITAUPREV ANNUITY V15 MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;32992518.15
FI;02.710.116/0001-40;PLANO ACCOR DE PREVIDÊNCIA FUNDO DE INVESTIMENTO RENDA FIXA PGBL/VGBL;2021-06-30;71268646.15
FI;02.733.791/0001-94;ALFA MIX - FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-06-30;138411083.03
FI;02.733.802/0001-36;ALFA ORBIS DI - FUNDO DE INVESTIMENTO RENDA FIXA  REFERENCIADO LONGO PRAZO;2021-06-30;12624099.84
FI;02.748.688/0001-18;SOLIDUS FUNDO DE INVESTIMENTO EM AÇOES;2021-06-30;38529860.56
FI;02.753.973/0001-27;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO PGBL/VGBL FUTURE COMPOSTO I;2021-06-30;86520811.99
FI;02.763.602/0001-26;BRADESCO PRIME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES SMALL CAP;2021-06-30;459274539.43
FI;02.763.747/0001-27;HONOR AÇÕES FUNDO DE INVESTIMENTO;2021-06-30;2040294000.56
FI;02.764.336/0001-56;ICATU SEG MODERADO B FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;124943921.68
